Category,Title,Description,TrendLink,Ranking,ScrapeID,TS,Source
Science and Technology,K?lauea,Hawaii's Kilauea volcano in danger of turning explosive,https://www.facebook.com/topic/K%C4%ABlauea/103134676394019?source=whfrt&position=3005&trqid=6554791699385173282&impressionguid=0SQJg3Y4xriWSXlKJ,5,2,5/12/2018 15:19,video.foxnews.com
Science and Technology,"Loveland, Ohio",Dogs take epic 'selfie',https://www.facebook.com/topic/Loveland-Ohio/103999682969695?source=whfrt&position=3006&trqid=6554791699385173282&impressionguid=0SQJg3Y4xriWSXlKJ,6,2,5/12/2018 15:19,yahoo.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1&trqid=6554794272067635431&impressionguid=07NRau8gTTj2R6g4u,1,3,5/12/2018 15:29,thehill.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=2&trqid=6554794272067635431&impressionguid=07NRau8gTTj2R6g4u,2,3,5/12/2018 15:29,msn.com
Top Trends,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=3&trqid=6554794272067635431&impressionguid=07NRau8gTTj2R6g4u,3,3,5/12/2018 15:29,cnn.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=4&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,4,3,5/12/2018 15:29,in.news.yahoo.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=5&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,5,3,5/12/2018 15:29,salon.com
Top Trends,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whrt&position=6&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,6,3,5/12/2018 15:29,bbc.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=7&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,7,3,5/12/2018 15:29,reuters.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=8&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,8,3,5/12/2018 15:29,forbes.com
Top Trends,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whrt&position=9&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,9,3,5/12/2018 15:29,reuters.com
Top Trends,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whrt&position=10&trqid=6554794276537261453&impressionguid=07NRau8gTTj2R6g4u,10,3,5/12/2018 15:29,foxnews.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1001&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,1,3,5/12/2018 15:29,thehill.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1002&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,2,3,5/12/2018 15:29,msn.com
Politics,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=1003&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,3,3,5/12/2018 15:29,cnn.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,4,3,5/12/2018 15:29,in.news.yahoo.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1005&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,5,3,5/12/2018 15:29,reuters.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,6,3,5/12/2018 15:29,reuters.com
Politics,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whfrt&position=1007&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,7,3,5/12/2018 15:29,foxnews.com
Politics,Mary Fallin,Oklahoma governor signs adoption law that LGBT groups call discriminatory,https://www.facebook.com/topic/Mary-Fallin/108163279204175?source=whfrt&position=1008&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,8,3,5/12/2018 15:29,cnn.com
Politics,Michael Cohen,Mueller probed Cohen's outreach to Ford in 2017: report,https://www.facebook.com/topic/Michael-Cohen/108246732529050?source=whfrt&position=1009&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,9,3,5/12/2018 15:29,thehill.com
Politics,Joint Comprehensive Plan of Action,U.S. wants Germany to halt trade with Iran,https://www.facebook.com/topic/Joint-Comprehensive-Plan-of-Action/105503206150390?source=whfrt&position=1010&trqid=6554794276363477476&impressionguid=0eR3E14OhVYpRHYng,10,3,5/12/2018 15:29,foxnews.com
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,1,3,5/12/2018 15:29,msn.com
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3002&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,2,3,5/12/2018 15:29,billboard.com
Science and Technology,NASA,"NASA sending helicopter to Mars, aiming for an aviation first",https://www.facebook.com/topic/NASA/103086076398533?source=whfrt&position=3003&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,3,3,5/12/2018 15:29,cnn.com
Science and Technology,Boston Dynamics,Boston Dynamics' Robot Dog Will Be Available Next Year,https://www.facebook.com/topic/Boston-Dynamics/104049559631265?source=whfrt&position=3004&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,4,3,5/12/2018 15:29,wired.com
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,5,3,5/12/2018 15:29,birminghammail.co.uk
Science and Technology,"Loveland, Ohio",Dogs take epic 'selfie',https://www.facebook.com/topic/Loveland-Ohio/103999682969695?source=whfrt&position=3006&trqid=6554794276438956495&impressionguid=0GvdiKcTSiV9nxtLW,6,3,5/12/2018 15:29,yahoo.com
Sports,Tiger Woods,Tiger Woods right on cut line after second-round 71 at the Players,https://www.facebook.com/topic/Tiger-Woods/104002416305605?source=whfrt&position=4001&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,1,3,5/12/2018 15:29,msn.com
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4002&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,2,3,5/12/2018 15:29,bbc.com
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4003&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,3,3,5/12/2018 15:29,nytimes.com
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final – as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4004&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,4,3,5/12/2018 15:29,theguardian.com
Sports,A'ja Wilson,South Carolina plans statue of A'ja Wilson,https://www.facebook.com/topic/Aja-Wilson/245002968983367?source=whfrt&position=4005&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,5,3,5/12/2018 15:29,espn.com
Sports,Hamburger SV,Hamburg relegated from Bundesliga as flares delay end of match,https://www.facebook.com/topic/Hamburger-SV/113096292034037?source=whfrt&position=4006&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,6,3,5/12/2018 15:29,bbc.com
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4007&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,7,3,5/12/2018 15:29,nbcchicago.com
Sports,Derek Barnett,Eagles DE Derek Barnett reportedly had sports hernia surgery after Super Bowl,https://www.facebook.com/topic/Derek-Barnett/103341153337383?source=whfrt&position=4008&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,8,3,5/12/2018 15:29,cbssports.com
Sports,Spanish Grand Prix,Ferrari told to remove halo winglets for Monaco,https://www.facebook.com/topic/Spanish-Grand-Prix/103130773060124?source=whfrt&position=4009&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,9,3,5/12/2018 15:29,motorsport.com
Sports,Nate Diaz,"Nate Diaz Rips 'Cheater' Georges St-Pierre, Says UFC Is Selling 'Wolf Tickets'",https://www.facebook.com/topic/Nate-Diaz/105516689482096?source=whfrt&position=4010&trqid=6554794276461816930&impressionguid=0yQn7k08llTbGbvqg,10,3,5/12/2018 15:29,bleacherreport.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5001&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,1,3,5/12/2018 15:29,bbc.com
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia…,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5002&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,2,3,5/12/2018 15:29,billboard.com
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormi’s…,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5003&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,3,3,5/12/2018 15:29,usmagazine.com
Entertainment,Jeremy Clarkson,'TV highlight of 2018!' Mortified Jeremy Clarkson ends Who Wants To…,https://www.facebook.com/topic/Jeremy-Clarkson/103117966394531?source=whfrt&position=5004&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,4,3,5/12/2018 15:29,msn.com
Entertainment,Last Man Standing,Tim Allen's 'Last Man Standing' resurrected at Fox,https://www.facebook.com/topic/Last-Man-Standing/105710509461807?source=whfrt&position=5005&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,5,3,5/12/2018 15:29,msn.com
Entertainment,Lucifer,‘Lucifer’ Canceled After Three Seasons at Fox,https://www.facebook.com/topic/Lucifer/109065099112010?source=whfrt&position=5006&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,6,3,5/12/2018 15:29,variety.com
Entertainment,American Broadcasting Company,"‘Inhumans,’ ‘Deception,’ ‘The Crossing,’ ‘Kevin Probably Saves the…",https://www.facebook.com/topic/American-Broadcasting-Company/111637762186068?source=whfrt&position=5007&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,7,3,5/12/2018 15:29,variety.com
Entertainment,Sarah Drew,'Grey's Anatomy' star salutes cast with emotional behind-the-scenes…,https://www.facebook.com/topic/Sarah-Drew/102688153119700?source=whfrt&position=5008&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,8,3,5/12/2018 15:29,today.com
Entertainment,The CW,"CW Gives Series Orders to ‘Charmed,’ ‘Roswell, New Mexico’ and…",https://www.facebook.com/topic/The-CW/115739061773664?source=whfrt&position=5009&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,9,3,5/12/2018 15:29,variety.com
Entertainment,Whiskey Cavalier,"ABC Orders Dramas ‘Grand Hotel,’ ‘Whiskey Cavalier,’ ‘The Fix’ to Series",https://www.facebook.com/topic/Whiskey-Cavalier/103818659656186?source=whfrt&position=5010&trqid=6554794276536744508&impressionguid=0DmGdp1iY9wyFhGY8,10,3,5/12/2018 15:29,variety.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1&trqid=6554796849054261813&impressionguid=0JeirRGdkvlIsSIzq,1,4,5/12/2018 15:39,thehill.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=2&trqid=6554796849054261813&impressionguid=0JeirRGdkvlIsSIzq,2,4,5/12/2018 15:39,msn.com
Top Trends,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=3&trqid=6554796849054261813&impressionguid=0JeirRGdkvlIsSIzq,3,4,5/12/2018 15:39,cnn.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=4&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,4,4,5/12/2018 15:39,in.news.yahoo.com
Top Trends,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whrt&position=5&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,5,4,5/12/2018 15:39,bbc.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=6&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,6,4,5/12/2018 15:39,salon.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=7&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,7,4,5/12/2018 15:39,reuters.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=8&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,8,4,5/12/2018 15:39,forbes.com
Top Trends,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whrt&position=9&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,9,4,5/12/2018 15:39,reuters.com
Top Trends,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whrt&position=10&trqid=6554796853428698194&impressionguid=0JeirRGdkvlIsSIzq,10,4,5/12/2018 15:39,foxnews.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1001&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,1,4,5/12/2018 15:39,thehill.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1002&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,2,4,5/12/2018 15:39,msn.com
Politics,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=1003&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,3,4,5/12/2018 15:39,cnn.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,4,4,5/12/2018 15:39,in.news.yahoo.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1005&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,5,4,5/12/2018 15:39,reuters.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,6,4,5/12/2018 15:39,reuters.com
Politics,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whfrt&position=1007&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,7,4,5/12/2018 15:39,foxnews.com
Politics,Mary Fallin,Oklahoma governor signs adoption law that LGBT groups call discriminatory,https://www.facebook.com/topic/Mary-Fallin/108163279204175?source=whfrt&position=1008&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,8,4,5/12/2018 15:39,cnn.com
Politics,Michael Cohen,Mueller probed Cohen's outreach to Ford in 2017: report,https://www.facebook.com/topic/Michael-Cohen/108246732529050?source=whfrt&position=1009&trqid=6554796853551391939&impressionguid=0kpdEBTnZM5SvQ4jH,9,4,5/12/2018 15:39,thehill.com
