Type,Title,Description,Source,Unique Link,Rank,Scrape Id,Timestamp
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=9&trqid=6523996053726797091&impressionguid=0SB5MntKymPxAnylN,9,39,Sun Feb 18 14:36:43 2018
Top Trends,"Kizlyar, Russia",Russia church shooting leaves 5 dead after gunman opens fire on…,foxnews.com,https://www.facebook.com/topic/Kizlyar-Russia/130657577013714?source=whrt&position=10&trqid=6523996053726797091&impressionguid=0SB5MntKymPxAnylN,10,39,Sun Feb 18 14:36:43 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,1,39,Sun Feb 18 14:36:44 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,2,39,Sun Feb 18 14:36:44 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1003&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,3,39,Sun Feb 18 14:36:44 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1004&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,4,39,Sun Feb 18 14:36:44 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1005&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,5,39,Sun Feb 18 14:36:44 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,6,39,Sun Feb 18 14:36:44 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,7,39,Sun Feb 18 14:36:44 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,8,39,Sun Feb 18 14:36:44 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,9,39,Sun Feb 18 14:36:44 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523996045341793819&impressionguid=0yetdqAblXXGea0Kc,10,39,Sun Feb 18 14:36:44 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523996045195850028&impressionguid=0yHtGQgifRgjOSV8h,1,39,Sun Feb 18 14:36:46 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,1,39,Sun Feb 18 14:36:46 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,2,39,Sun Feb 18 14:36:46 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,3,39,Sun Feb 18 14:36:46 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,4,39,Sun Feb 18 14:36:46 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,5,39,Sun Feb 18 14:36:46 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,6,39,Sun Feb 18 14:36:46 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,7,39,Sun Feb 18 14:36:46 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,8,39,Sun Feb 18 14:36:46 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,9,39,Sun Feb 18 14:36:46 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523996049561706873&impressionguid=0AGoXFdI70GWbWp5x,10,39,Sun Feb 18 14:36:46 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523996049489539849&impressionguid=02lyjM9oOxV1oAGKW,1,39,Sun Feb 18 14:36:48 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523996049489539849&impressionguid=02lyjM9oOxV1oAGKW,2,39,Sun Feb 18 14:36:48 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523996049489539849&impressionguid=02lyjM9oOxV1oAGKW,3,39,Sun Feb 18 14:36:48 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5004&trqid=6523996049489539849&impressionguid=02lyjM9oOxV1oAGKW,4,39,Sun Feb 18 14:36:48 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5005&trqid=6523996049489539849&impressionguid=02lyjM9oOxV1oAGKW,5,39,Sun Feb 18 14:36:48 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523996298742908765&impressionguid=0PQbx3ZS918ZTrj4P,1,40,Sun Feb 18 14:37:43 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523996298742908765&impressionguid=0PQbx3ZS918ZTrj4P,2,40,Sun Feb 18 14:37:43 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=3&trqid=6523996298742908765&impressionguid=0PQbx3ZS918ZTrj4P,3,40,Sun Feb 18 14:37:43 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=4&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,4,40,Sun Feb 18 14:37:43 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whrt&position=5&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,5,40,Sun Feb 18 14:37:43 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=6&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,6,40,Sun Feb 18 14:37:43 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=7&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,7,40,Sun Feb 18 14:37:43 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=8&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,8,40,Sun Feb 18 14:37:43 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=9&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,9,40,Sun Feb 18 14:37:43 2018
Top Trends,"Kizlyar, Russia",Russia church shooting leaves 5 dead after gunman opens fire on…,foxnews.com,https://www.facebook.com/topic/Kizlyar-Russia/130657577013714?source=whrt&position=10&trqid=6523996311551232474&impressionguid=0PQbx3ZS918ZTrj4P,10,40,Sun Feb 18 14:37:43 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,1,40,Sun Feb 18 14:37:45 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,2,40,Sun Feb 18 14:37:45 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1003&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,3,40,Sun Feb 18 14:37:45 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1004&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,4,40,Sun Feb 18 14:37:45 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1005&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,5,40,Sun Feb 18 14:37:45 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,6,40,Sun Feb 18 14:37:45 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,7,40,Sun Feb 18 14:37:45 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,8,40,Sun Feb 18 14:37:45 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,9,40,Sun Feb 18 14:37:45 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523996302952986765&impressionguid=0SY1nfsxG5hWpkStu,10,40,Sun Feb 18 14:37:45 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523996302978379126&impressionguid=0LJpu68eiHSAfqpgL,1,40,Sun Feb 18 14:37:46 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,1,40,Sun Feb 18 14:37:46 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,2,40,Sun Feb 18 14:37:46 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,3,40,Sun Feb 18 14:37:46 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,4,40,Sun Feb 18 14:37:46 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,5,40,Sun Feb 18 14:37:46 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,6,40,Sun Feb 18 14:37:46 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,7,40,Sun Feb 18 14:37:46 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,8,40,Sun Feb 18 14:37:46 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,9,40,Sun Feb 18 14:37:46 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523996307322333201&impressionguid=0SosdtSOu8aJQlwcR,10,40,Sun Feb 18 14:37:46 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523996307276366863&impressionguid=0v0KvZ0gOlAEhZPmM,1,40,Sun Feb 18 14:37:48 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523996307276366863&impressionguid=0v0KvZ0gOlAEhZPmM,2,40,Sun Feb 18 14:37:48 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523996307276366863&impressionguid=0v0KvZ0gOlAEhZPmM,3,40,Sun Feb 18 14:37:48 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5004&trqid=6523996307276366863&impressionguid=0v0KvZ0gOlAEhZPmM,4,40,Sun Feb 18 14:37:48 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5005&trqid=6523996307276366863&impressionguid=0v0KvZ0gOlAEhZPmM,5,40,Sun Feb 18 14:37:48 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523996556245638145&impressionguid=0JIXmT1tSP80Ny2xe,1,41,Sun Feb 18 14:38:43 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523996556245638145&impressionguid=0JIXmT1tSP80Ny2xe,2,41,Sun Feb 18 14:38:43 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=3&trqid=6523996556245638145&impressionguid=0JIXmT1tSP80Ny2xe,3,41,Sun Feb 18 14:38:43 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=4&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,4,41,Sun Feb 18 14:38:43 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whrt&position=5&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,5,41,Sun Feb 18 14:38:43 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=6&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,6,41,Sun Feb 18 14:38:43 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=7&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,7,41,Sun Feb 18 14:38:43 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=8&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,8,41,Sun Feb 18 14:38:43 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=9&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,9,41,Sun Feb 18 14:38:43 2018
Top Trends,"Kizlyar, Russia",Russia church shooting leaves 5 dead after gunman opens fire on…,foxnews.com,https://www.facebook.com/topic/Kizlyar-Russia/130657577013714?source=whrt&position=10&trqid=6523996569200382480&impressionguid=0JIXmT1tSP80Ny2xe,10,41,Sun Feb 18 14:38:43 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,1,41,Sun Feb 18 14:38:45 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,2,41,Sun Feb 18 14:38:45 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1003&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,3,41,Sun Feb 18 14:38:45 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1004&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,4,41,Sun Feb 18 14:38:45 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1005&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,5,41,Sun Feb 18 14:38:45 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,6,41,Sun Feb 18 14:38:45 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,7,41,Sun Feb 18 14:38:45 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,8,41,Sun Feb 18 14:38:45 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,9,41,Sun Feb 18 14:38:45 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523996560539442257&impressionguid=0rK8zC2BoSqg97U4l,10,41,Sun Feb 18 14:38:45 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523996560633347086&impressionguid=0XbguMRYsGkv2GNdt,1,41,Sun Feb 18 14:38:46 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,1,41,Sun Feb 18 14:38:47 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,2,41,Sun Feb 18 14:38:47 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,3,41,Sun Feb 18 14:38:47 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,4,41,Sun Feb 18 14:38:47 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,5,41,Sun Feb 18 14:38:47 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,6,41,Sun Feb 18 14:38:47 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,7,41,Sun Feb 18 14:38:47 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,8,41,Sun Feb 18 14:38:47 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,9,41,Sun Feb 18 14:38:47 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523996565037547362&impressionguid=0C2dxDecnE7q50dGz,10,41,Sun Feb 18 14:38:47 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523996564794306613&impressionguid=0iQIGYZTKkKdefQtK,1,41,Sun Feb 18 14:38:48 2018
